province_id,ordre_bulletin,candidat_id,nom,sigle,sexe,province,voixobtenues,pour_cand,bv_traites,bv_attendus,pour_bv,electeurs_attendus,bulletins_valides,bulletins_blancs,total_votants,pour_votants,postnom,prenom,img
13,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Haut-Uele,788,0.23,1788,1939,92,1020231,342943,471,343414,33.66,MASUDI,SETH,
13,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Haut-Uele,2161,0.63,1788,1939,92,1020231,342943,471,343414,33.66,MWAMBA,PATRICE,
13,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Haut-Uele,581,0.17,1788,1939,92,1020231,342943,471,343414,33.66,KANDA,REX,
13,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Haut-Uele,1051,0.31,1788,1939,92,1020231,342943,471,343414,33.66,MUKENGERE,DENIS,
13,25,1_1_1_152_272,BILE,INDEPENDANT,F,Haut-Uele,698,0.2,1788,1939,92,1020231,342943,471,343414,33.66,BATALI,JOELLE,
13,24,1_1_1_133_253,MUZITO,NOU.EL,M,Haut-Uele,1255,0.37,1788,1939,92,1020231,342943,471,343414,33.66,FUMUTSHI,ADOLPHE,
13,23,1_1_1_132_252,DIONGO,MLP,M,Haut-Uele,681,0.2,1788,1939,92,1020231,342943,471,343414,33.66,SHAMBA,FRANCK,
13,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Haut-Uele,972,0.28,1788,1939,92,1020231,342943,471,343414,33.66,BOKONZI,LOLI,
13,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Haut-Uele,1638,0.48,1788,1939,92,1020231,342943,471,343414,33.66,ISILOKETSHI,FLORIBERT,
13,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Haut-Uele,1334,0.39,1788,1939,92,1020231,342943,471,343414,33.66,TUNGUNGA,CONSTANT,
13,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Haut-Uele,520,0.15,1788,1939,92,1020231,342943,471,343414,33.66,ILUNGA WA NSENGA,THEODORE,
13,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Haut-Uele,593,0.17,1788,1939,92,1020231,342943,471,343414,33.66,KURISINI,AGGREY,
13,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Haut-Uele,543,0.16,1788,1939,92,1020231,342943,471,343414,33.66,,HENOCK,
13,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Haut-Uele,5351,1.56,1788,1939,92,1020231,342943,471,343414,33.66,MADIDI,MARTIN,
13,22,1_1_1_128_248,MATATA,LGD,M,Haut-Uele,1339,0.39,1788,1939,92,1020231,342943,471,343414,33.66,PONYO,MAPON,
13,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Haut-Uele,28216,8.23,1788,1939,92,1020231,342943,471,343414,33.66,CHAPWE,MOISE,
13,1,1_1_1_131_251,RADJABHO,CUC,M,Haut-Uele,3740,1.09,1788,1939,92,1020231,342943,471,343414,33.66,TEBABHO,SOBORABO,
14,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Ituri,905,0.09,3740,4275,87,2546796,1021127,1452,1022579,40.15,ETAFE ELIKO,JEAN CLAUDE,
14,25,1_1_1_152_272,BILE,INDEPENDANT,F,Ituri,649,0.06,3740,4275,87,2546796,1021127,1452,1022579,40.15,BATALI,JOELLE,
14,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Ituri,1504,0.15,3740,4275,87,2546796,1021127,1452,1022579,40.15,ISILOKETSHI,FLORIBERT,
14,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Ituri,870,0.09,3740,4275,87,2546796,1021127,1452,1022579,40.15,KANDA,REX,
14,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Ituri,1042,0.1,3740,4275,87,2546796,1021127,1452,1022579,40.15,MUADIAMVITA,NOEL,
14,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Ituri,2459,0.24,3740,4275,87,2546796,1021127,1452,1022579,40.15,TUNGUNGA,CONSTANT,
14,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Ituri,957,0.09,3740,4275,87,2546796,1021127,1452,1022579,40.15,,HENOCK,
14,22,1_1_1_128_248,MATATA,LGD,M,Ituri,1673,0.16,3740,4275,87,2546796,1021127,1452,1022579,40.15,PONYO,MAPON,
14,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Ituri,694,0.07,3740,4275,87,2546796,1021127,1452,1022579,40.15,,TONY CASSIUS,
14,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Ituri,378,0.04,3740,4275,87,2546796,1021127,1452,1022579,40.15,ILUNGA WA NSENGA,THEODORE,
14,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Ituri,1397,0.14,3740,4275,87,2546796,1021127,1452,1022579,40.15,MUKENGERE,DENIS,
14,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Ituri,9788,0.96,3740,4275,87,2546796,1021127,1452,1022579,40.15,MADIDI,MARTIN,
14,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Ituri,564,0.06,3740,4275,87,2546796,1021127,1452,1022579,40.15,BISIMWA,JUSTIN,
14,4,1_1_1_149_269,SESANGA,ENVOL,M,Ituri,3042,0.3,3740,4275,87,2546796,1021127,1452,1022579,40.15,HIPUNGU DJA KASENG KAPITU,DELLY,
14,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Ituri,1399,0.14,3740,4275,87,2546796,1021127,1452,1022579,40.15,KURISINI,AGGREY,
14,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Ituri,1100,0.11,3740,4275,87,2546796,1021127,1452,1022579,40.15,MASUDI,SETH,
14,23,1_1_1_132_252,DIONGO,MLP,M,Ituri,1071,0.1,3740,4275,87,2546796,1021127,1452,1022579,40.15,SHAMBA,FRANCK,
14,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Ituri,1463,0.14,3740,4275,87,2546796,1021127,1452,1022579,40.15,BOKONZI,LOLI,
14,1,1_1_1_131_251,RADJABHO,CUC,M,Ituri,42931,4.2,3740,4275,87,2546796,1021127,1452,1022579,40.15,TEBABHO,SOBORABO,
14,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Ituri,1097,0.11,3740,4275,87,2546796,1021127,1452,1022579,40.15,MPUTA MPUNGA,MARIE-JOSEE,
14,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Ituri,1785,0.17,3740,4275,87,2546796,1021127,1452,1022579,40.15,ANEDU,ANDRE,
14,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Ituri,2642,0.26,3740,4275,87,2546796,1021127,1452,1022579,40.15,MWAMBA,PATRICE,
14,24,1_1_1_133_253,MUZITO,NOU.EL,M,Ituri,1082,0.11,3740,4275,87,2546796,1021127,1452,1022579,40.15,FUMUTSHI,ADOLPHE,
14,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Ituri,624933,61.2,3740,4275,87,2546796,1021127,1452,1022579,40.15,TSHILOMBO,FELIX ANTOINE,
14,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Ituri,639,0.06,3740,4275,87,2546796,1021127,1452,1022579,40.15,FALAY,GEORGES,
14,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Ituri,315063,30.85,3740,4275,87,2546796,1021127,1452,1022579,40.15,CHAPWE,MOISE,
15,24,1_1_1_133_253,MUZITO,NOU.EL,M,Nord-Kivu,558,0.04,4232,4676,91,2800740,1379575,948,1380523,49.29,FUMUTSHI,ADOLPHE,
15,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Nord-Kivu,104169,7.55,4232,4676,91,2800740,1379575,948,1380523,49.29,CHAPWE,MOISE,
15,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Nord-Kivu,268,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,MUADIAMVITA,NOEL,
15,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Nord-Kivu,235,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,FALAY,GEORGES,
15,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Nord-Kivu,696,0.05,4232,4676,91,2800740,1379575,948,1380523,49.29,ANEDU,ANDRE,
15,22,1_1_1_128_248,MATATA,LGD,M,Nord-Kivu,555,0.04,4232,4676,91,2800740,1379575,948,1380523,49.29,PONYO,MAPON,
15,25,1_1_1_152_272,BILE,INDEPENDANT,F,Nord-Kivu,225,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,BATALI,JOELLE,
15,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Nord-Kivu,1247819,90.45,4232,4676,91,2800740,1379575,948,1380523,49.29,TSHILOMBO,FELIX ANTOINE,
15,1,1_1_1_131_251,RADJABHO,CUC,M,Nord-Kivu,2345,0.17,4232,4676,91,2800740,1379575,948,1380523,49.29,TEBABHO,SOBORABO,
15,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Nord-Kivu,1737,0.13,4232,4676,91,2800740,1379575,948,1380523,49.29,MUKENGERE,DENIS,
15,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Nord-Kivu,613,0.04,4232,4676,91,2800740,1379575,948,1380523,49.29,MWAMBA,PATRICE,
15,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Nord-Kivu,652,0.05,4232,4676,91,2800740,1379575,948,1380523,49.29,TUNGUNGA,CONSTANT,
15,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Nord-Kivu,734,0.05,4232,4676,91,2800740,1379575,948,1380523,49.29,MPUTA MPUNGA,MARIE-JOSEE,
15,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Nord-Kivu,661,0.05,4232,4676,91,2800740,1379575,948,1380523,49.29,ISILOKETSHI,FLORIBERT,
15,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Nord-Kivu,14737,1.07,4232,4676,91,2800740,1379575,948,1380523,49.29,MADIDI,MARTIN,
15,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Nord-Kivu,560,0.04,4232,4676,91,2800740,1379575,948,1380523,49.29,KURISINI,AGGREY,
15,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Nord-Kivu,217,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,KANDA,REX,
15,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Nord-Kivu,96,0.01,4232,4676,91,2800740,1379575,948,1380523,49.29,ILUNGA WA NSENGA,THEODORE,
15,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Nord-Kivu,271,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,MASUDI,SETH,
15,23,1_1_1_132_252,DIONGO,MLP,M,Nord-Kivu,205,0.01,4232,4676,91,2800740,1379575,948,1380523,49.29,SHAMBA,FRANCK,
15,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Nord-Kivu,361,0.03,4232,4676,91,2800740,1379575,948,1380523,49.29,ETAFE ELIKO,JEAN CLAUDE,
15,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Nord-Kivu,260,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,,TONY CASSIUS,
15,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Nord-Kivu,254,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,,HENOCK,
15,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Nord-Kivu,380,0.03,4232,4676,91,2800740,1379575,948,1380523,49.29,BISIMWA,JUSTIN,
15,4,1_1_1_149_269,SESANGA,ENVOL,M,Nord-Kivu,720,0.05,4232,4676,91,2800740,1379575,948,1380523,49.29,HIPUNGU DJA KASENG KAPITU,DELLY,
15,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Nord-Kivu,247,0.02,4232,4676,91,2800740,1379575,948,1380523,49.29,BOKONZI,LOLI,
16,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Sud-Kivu,707,0.07,3606,4728,76,2766148,1038970,939,1039909,37.59,TUNGUNGA,CONSTANT,
16,23,1_1_1_132_252,DIONGO,MLP,M,Sud-Kivu,222,0.02,3606,4728,76,2766148,1038970,939,1039909,37.59,SHAMBA,FRANCK,
16,22,1_1_1_128_248,MATATA,LGD,M,Sud-Kivu,505,0.05,3606,4728,76,2766148,1038970,939,1039909,37.59,PONYO,MAPON,
16,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Sud-Kivu,141,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,BOKONZI,LOLI,
16,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Sud-Kivu,113,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,ILUNGA WA NSENGA,THEODORE,
16,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Sud-Kivu,137,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,KANDA,REX,
16,1,1_1_1_131_251,RADJABHO,CUC,M,Sud-Kivu,1103,0.11,3606,4728,76,2766148,1038970,939,1039909,37.59,TEBABHO,SOBORABO,
16,25,1_1_1_152_272,BILE,INDEPENDANT,F,Sud-Kivu,132,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,BATALI,JOELLE,
16,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Sud-Kivu,138,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,,HENOCK,
16,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Sud-Kivu,2896,0.28,3606,4728,76,2766148,1038970,939,1039909,37.59,ISILOKETSHI,FLORIBERT,
16,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Sud-Kivu,2397,0.23,3606,4728,76,2766148,1038970,939,1039909,37.59,BISIMWA,JUSTIN,
16,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Sud-Kivu,118432,11.4,3606,4728,76,2766148,1038970,939,1039909,37.59,CHAPWE,MOISE,
16,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Sud-Kivu,286,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,MASUDI,SETH,
16,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Sud-Kivu,412,0.04,3606,4728,76,2766148,1038970,939,1039909,37.59,ANEDU,ANDRE,
16,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Sud-Kivu,881157,84.81,3606,4728,76,2766148,1038970,939,1039909,37.59,TSHILOMBO,FELIX ANTOINE,
16,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Sud-Kivu,335,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,KURISINI,AGGREY,
16,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Sud-Kivu,25470,2.45,3606,4728,76,2766148,1038970,939,1039909,37.59,MUKENGERE,DENIS,
16,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Sud-Kivu,2241,0.22,3606,4728,76,2766148,1038970,939,1039909,37.59,MADIDI,MARTIN,
16,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Sud-Kivu,169,0.02,3606,4728,76,2766148,1038970,939,1039909,37.59,,TONY CASSIUS,
16,4,1_1_1_149_269,SESANGA,ENVOL,M,Sud-Kivu,330,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,HIPUNGU DJA KASENG KAPITU,DELLY,
16,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Sud-Kivu,323,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,MWAMBA,PATRICE,
16,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Sud-Kivu,441,0.04,3606,4728,76,2766148,1038970,939,1039909,37.59,MPUTA MPUNGA,MARIE-JOSEE,
16,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Sud-Kivu,298,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,ETAFE ELIKO,JEAN CLAUDE,
16,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Sud-Kivu,204,0.02,3606,4728,76,2766148,1038970,939,1039909,37.59,MUADIAMVITA,NOEL,
16,24,1_1_1_133_253,MUZITO,NOU.EL,M,Sud-Kivu,267,0.03,3606,4728,76,2766148,1038970,939,1039909,37.59,FUMUTSHI,ADOLPHE,
16,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Sud-Kivu,114,0.01,3606,4728,76,2766148,1038970,939,1039909,37.59,FALAY,GEORGES,
17,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Maniema,175,0.04,1643,2019,81,1059213,408784,547,409331,38.64,,HENOCK,
17,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Maniema,275,0.07,1643,2019,81,1059213,408784,547,409331,38.64,BOKONZI,LOLI,
17,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Maniema,578,0.14,1643,2019,81,1059213,408784,547,409331,38.64,MPUTA MPUNGA,MARIE-JOSEE,
17,23,1_1_1_132_252,DIONGO,MLP,M,Maniema,207,0.05,1643,2019,81,1059213,408784,547,409331,38.64,SHAMBA,FRANCK,
17,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Maniema,346,0.08,1643,2019,81,1059213,408784,547,409331,38.64,MUADIAMVITA,NOEL,
17,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Maniema,395,0.1,1643,2019,81,1059213,408784,547,409331,38.64,MUKENGERE,DENIS,
17,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Maniema,104,0.03,1643,2019,81,1059213,408784,547,409331,38.64,ILUNGA WA NSENGA,THEODORE,
17,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Maniema,295,0.07,1643,2019,81,1059213,408784,547,409331,38.64,KURISINI,AGGREY,
17,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Maniema,653,0.16,1643,2019,81,1059213,408784,547,409331,38.64,ANEDU,ANDRE,
17,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Maniema,156925,38.39,1643,2019,81,1059213,408784,547,409331,38.64,TSHILOMBO,FELIX ANTOINE,
17,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Maniema,343,0.08,1643,2019,81,1059213,408784,547,409331,38.64,KANDA,REX,
17,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Maniema,201,0.05,1643,2019,81,1059213,408784,547,409331,38.64,FALAY,GEORGES,
17,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Maniema,479,0.12,1643,2019,81,1059213,408784,547,409331,38.64,MASUDI,SETH,
17,25,1_1_1_152_272,BILE,INDEPENDANT,F,Maniema,294,0.07,1643,2019,81,1059213,408784,547,409331,38.64,BATALI,JOELLE,
17,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Maniema,239684,58.63,1643,2019,81,1059213,408784,547,409331,38.64,CHAPWE,MOISE,
17,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Maniema,932,0.23,1643,2019,81,1059213,408784,547,409331,38.64,MWAMBA,PATRICE,
17,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Maniema,1034,0.25,1643,2019,81,1059213,408784,547,409331,38.64,MADIDI,MARTIN,
17,1,1_1_1_131_251,RADJABHO,CUC,M,Maniema,1283,0.31,1643,2019,81,1059213,408784,547,409331,38.64,TEBABHO,SOBORABO,
17,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Maniema,144,0.04,1643,2019,81,1059213,408784,547,409331,38.64,BISIMWA,JUSTIN,
17,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Maniema,1264,0.31,1643,2019,81,1059213,408784,547,409331,38.64,TUNGUNGA,CONSTANT,
17,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Maniema,292,0.07,1643,2019,81,1059213,408784,547,409331,38.64,ETAFE ELIKO,JEAN CLAUDE,
17,4,1_1_1_149_269,SESANGA,ENVOL,M,Maniema,527,0.13,1643,2019,81,1059213,408784,547,409331,38.64,HIPUNGU DJA KASENG KAPITU,DELLY,
17,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Maniema,418,0.1,1643,2019,81,1059213,408784,547,409331,38.64,ISILOKETSHI,FLORIBERT,
17,24,1_1_1_133_253,MUZITO,NOU.EL,M,Maniema,374,0.09,1643,2019,81,1059213,408784,547,409331,38.64,FUMUTSHI,ADOLPHE,
17,22,1_1_1_128_248,MATATA,LGD,M,Maniema,1332,0.33,1643,2019,81,1059213,408784,547,409331,38.64,PONYO,MAPON,
17,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Maniema,230,0.06,1643,2019,81,1059213,408784,547,409331,38.64,,TONY CASSIUS,
18,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Haut-Katanga,329,0.03,3914,4445,88,2764061,1069102,3437,1072539,38.8,,TONY CASSIUS,
18,18,1_1_1_144_264,NKEMA LILOO,INDEPENDANT,M,Haut-Katanga,436,0.04,3914,4445,88,2764061,1069102,3437,1072539,38.8,BOKONZI,LOLI,
18,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Haut-Katanga,264,0.02,3914,4445,88,2764061,1069102,3437,1072539,38.8,,HENOCK,
18,2,1_1_1_129_249,MUTAMBA,DYPRO,M,Haut-Katanga,2437,0.23,3914,4445,88,2764061,1069102,3437,1072539,38.8,TUNGUNGA,CONSTANT,
18,3,1_1_1_135_255,KATUMBI,ENSEMBLE,M,Haut-Katanga,712318,66.63,3914,4445,88,2764061,1069102,3437,1072539,38.8,CHAPWE,MOISE,
18,15,1_1_1_134_254,MUKWEGE,INDEPENDANT,M,Haut-Katanga,989,0.09,3914,4445,88,2764061,1069102,3437,1072539,38.8,MUKENGERE,DENIS,
18,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Haut-Katanga,550,0.05,3914,4445,88,2764061,1069102,3437,1072539,38.8,KURISINI,AGGREY,
18,9,1_1_1_139_259,IFOKU,INDEPENDANT,F,Haut-Katanga,933,0.09,3914,4445,88,2764061,1069102,3437,1072539,38.8,MPUTA MPUNGA,MARIE-JOSEE,
18,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Haut-Katanga,554,0.05,3914,4445,88,2764061,1069102,3437,1072539,38.8,ISILOKETSHI,FLORIBERT,
18,11,1_1_1_150_270,KIKUNI,INDEPENDANT,M,Haut-Katanga,889,0.08,3914,4445,88,2764061,1069102,3437,1072539,38.8,MASUDI,SETH,
18,19,1_1_1_141_261,TSHIANI K,INDEPENDANT,M,Haut-Katanga,834,0.08,3914,4445,88,2764061,1069102,3437,1072539,38.8,MUADIAMVITA,NOEL,
18,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Haut-Katanga,311,0.03,3914,4445,88,2764061,1069102,3437,1072539,38.8,KANDA,REX,
18,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Haut-Katanga,254,0.02,3914,4445,88,2764061,1069102,3437,1072539,38.8,BISIMWA,JUSTIN,
18,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Haut-Katanga,2896,0.27,3914,4445,88,2764061,1069102,3437,1072539,38.8,MADIDI,MARTIN,
18,24,1_1_1_133_253,MUZITO,NOU.EL,M,Haut-Katanga,484,0.05,3914,4445,88,2764061,1069102,3437,1072539,38.8,FUMUTSHI,ADOLPHE,
18,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Haut-Katanga,345,0.03,3914,4445,88,2764061,1069102,3437,1072539,38.8,ILUNGA WA NSENGA,THEODORE,
18,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Haut-Katanga,718,0.07,3914,4445,88,2764061,1069102,3437,1072539,38.8,ANEDU,ANDRE,
18,12,1_1_1_151_271,MAJONDO,INDEPENDANT,M,Haut-Katanga,1124,0.11,3914,4445,88,2764061,1069102,3437,1072539,38.8,MWAMBA,PATRICE,
18,1,1_1_1_131_251,RADJABHO,CUC,M,Haut-Katanga,1204,0.11,3914,4445,88,2764061,1069102,3437,1072539,38.8,TEBABHO,SOBORABO,
18,4,1_1_1_149_269,SESANGA,ENVOL,M,Haut-Katanga,1094,0.1,3914,4445,88,2764061,1069102,3437,1072539,38.8,HIPUNGU DJA KASENG KAPITU,DELLY,
18,25,1_1_1_152_272,BILE,INDEPENDANT,F,Haut-Katanga,397,0.04,3914,4445,88,2764061,1069102,3437,1072539,38.8,BATALI,JOELLE,
18,22,1_1_1_128_248,MATATA,LGD,M,Haut-Katanga,1008,0.09,3914,4445,88,2764061,1069102,3437,1072539,38.8,PONYO,MAPON,
18,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Haut-Katanga,211,0.02,3914,4445,88,2764061,1069102,3437,1072539,38.8,FALAY,GEORGES,
18,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Haut-Katanga,317,0.03,3914,4445,88,2764061,1069102,3437,1072539,38.8,ETAFE ELIKO,JEAN CLAUDE,
18,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Haut-Katanga,337783,31.6,3914,4445,88,2764061,1069102,3437,1072539,38.8,TSHILOMBO,FELIX ANTOINE,
18,23,1_1_1_132_252,DIONGO,MLP,M,Haut-Katanga,423,0.04,3914,4445,88,2764061,1069102,3437,1072539,38.8,SHAMBA,FRANCK,
19,4,1_1_1_149_269,SESANGA,ENVOL,M,Haut-Lomami,630,0.1,1896,2372,80,1298449,639697,762,640459,49.32,HIPUNGU DJA KASENG KAPITU,DELLY,
19,13,1_1_1_147_267,MASALU,INDEPENDANT,M,Haut-Lomami,387,0.06,1896,2372,80,1298449,639697,762,640459,49.32,ANEDU,ANDRE,
19,5,1_1_1_145_265,ANZULUNI,INDEPENDANT,M,Haut-Lomami,273,0.04,1896,2372,80,1298449,639697,762,640459,49.32,ISILOKETSHI,FLORIBERT,
19,26,1_1_1_153_273,NGILA,INDEPENDANT,M,Haut-Lomami,161,0.03,1896,2372,80,1298449,639697,762,640459,49.32,,HENOCK,
19,21,1_1_1_137_257,FAYULU,LAMUKAFAYULU,M,Haut-Lomami,1111,0.17,1896,2372,80,1298449,639697,762,640459,49.32,MADIDI,MARTIN,
19,20,1_1_1_143_263,TSHISEKEDI,INDEPENDANT,M,Haut-Lomami,65873,10.3,1896,2372,80,1298449,639697,762,640459,49.32,TSHILOMBO,FELIX ANTOINE,
19,7,1_1_1_142_262,BOLAMBA,INDEPENDANT,M,Haut-Lomami,153,0.02,1896,2372,80,1298449,639697,762,640459,49.32,,TONY CASSIUS,
19,16,1_1_1_136_256,NGALASI,INDEPENDANT,M,Haut-Lomami,90,0.01,1896,2372,80,1298449,639697,762,640459,49.32,KURISINI,AGGREY,
19,22,1_1_1_128_248,MATATA,LGD,M,Haut-Lomami,1295,0.2,1896,2372,80,1298449,639697,762,640459,49.32,PONYO,MAPON,
19,14,1_1_1_138_258,MUDEKEREZA,INDEPENDANT,M,Haut-Lomami,138,0.02,1896,2372,80,1298449,639697,762,640459,49.32,BISIMWA,JUSTIN,
19,10,1_1_1_130_250,KAZADI,INDEPENDANT,M,Haut-Lomami,218,0.03,1896,2372,80,1298449,639697,762,640459,49.32,KANDA,REX,
19,17,1_1_1_146_266,NGOY,INDEPENDANT,M,Haut-Lomami,557,0.09,1896,2372,80,1298449,639697,762,640459,49.32,ILUNGA WA NSENGA,THEODORE,
19,8,1_1_1_140_260,BUSE,INDEPENDANT,M,Haut-Lomami,130,0.02,1896,2372,80,1298449,639697,762,640459,49.32,FALAY,GEORGES,
19,6,1_1_1_148_268,BAENDE,INDEPENDANT,M,Haut-Lomami,177,0.03,1896,2372,80,1298449,639697,762,640459,49.32,ETAFE ELIKO,JEAN CLAUDE,
19,23,1_1_1_132_252,DIONGO,MLP,M,Haut-Lomami,183,0.03,1896,2372,80,1298449,639697,762,640459,49.32,SHAMBA,FRANCK,
