voting_site_id,1_1_1_128_248,1_1_1_129_249,1_1_1_130_250,1_1_1_131_251,1_1_1_132_252,1_1_1_133_253,1_1_1_134_254,1_1_1_135_255,1_1_1_136_256,1_1_1_137_257,1_1_1_138_258,1_1_1_139_259,1_1_1_140_260,1_1_1_141_261,1_1_1_142_262,1_1_1_143_263,1_1_1_144_264,1_1_1_145_265,1_1_1_146_266,1_1_1_147_267,1_1_1_148_268,1_1_1_149_269,1_1_1_150_270,1_1_1_151_271,1_1_1_152_272,1_1_1_153_273,1_1_1_999_999
5036104,0,1,0,0,0,0,1,22,1,2,1,2,0,1,0,559,0,0,0,1,0,1,0,0,1,0,0
5036105,0,0,0,0,0,1,0,10,0,0,0,0,0,0,1,90,0,0,1,1,1,2,0,0,0,1,0
5036107,1,0,0,2,1,0,2,23,0,6,0,1,0,0,0,387,0,0,1,4,1,7,0,1,0,0,1
5036108,0,1,1,0,0,1,1,15,0,4,0,0,0,0,0,247,1,0,1,1,0,4,0,1,3,0,0
5036109,1,0,0,2,1,2,0,2,0,4,0,2,0,2,0,74,1,2,2,1,0,2,0,0,0,0,1
5036110,0,1,0,3,0,0,0,27,0,6,0,1,0,0,1,200,0,1,0,1,0,4,0,2,1,0,0
5036111,1,0,0,1,0,0,1,4,0,2,0,0,2,0,0,39,1,0,0,1,0,2,1,1,0,0,0
5036113,0,1,1,0,0,0,1,9,0,1,0,1,0,0,1,88,0,0,0,0,0,0,0,1,0,0,0
5036114,1,0,1,3,0,0,0,19,1,7,1,1,0,0,1,177,0,1,1,3,0,5,0,2,0,0,0
5036115,0,1,1,3,1,0,0,31,1,3,0,0,0,0,1,388,0,1,0,0,1,2,1,3,0,1,0
5036116,1,0,0,3,1,1,0,44,0,9,1,0,1,0,2,439,1,0,1,1,1,12,0,1,3,1,0
5036117,1,0,1,2,0,0,0,36,0,3,0,0,0,0,0,362,0,0,0,5,1,2,1,0,0,0,2
5036118,1,3,1,5,1,0,0,36,2,3,0,1,1,0,2,322,1,1,0,2,0,4,0,0,0,0,0
5040001,1,4,0,131,2,0,6,534,4,35,0,2,6,0,3,1096,2,0,2,1,1,5,1,1,2,0,4
5040002,4,4,0,131,0,0,18,550,3,58,0,6,2,2,1,1289,1,1,0,1,3,0,0,0,0,0,14
5040003,1,3,0,64,1,0,13,621,30,40,0,2,0,0,1,1039,1,2,0,1,2,0,0,1,0,1,5
5040004,1,7,2,265,2,2,13,1385,51,92,2,6,1,5,0,1953,0,4,2,2,2,2,4,3,2,2,5
5040005,6,10,3,228,2,0,31,1612,32,100,1,6,0,3,2,2576,2,5,2,1,6,5,1,2,0,2,6
5040006,1,8,1,362,1,2,9,587,1,90,1,17,3,4,2,1741,1,1,3,1,0,4,1,1,0,0,10
5040007,4,6,0,144,2,2,8,1411,74,48,1,5,1,4,1,1525,2,1,3,1,1,6,1,3,1,3,1
5040008,2,7,0,211,0,1,12,989,16,55,0,5,2,0,3,1578,1,1,0,1,2,4,2,3,2,1,3
5040009,0,8,2,287,2,1,12,1316,11,103,2,18,0,0,2,3096,0,2,2,4,1,3,3,1,0,6,8
5040010,4,6,0,254,0,8,26,1301,17,89,1,8,1,1,1,2912,1,5,0,3,0,5,2,2,2,0,8
5040011,2,2,0,268,1,2,2,601,10,42,0,3,0,0,1,907,0,0,1,2,0,1,3,0,0,0,1
5040012,1,0,1,194,0,1,2,887,15,14,0,0,2,0,0,832,1,2,1,0,0,3,1,0,2,1,0
5040013,0,8,1,406,4,2,19,1986,27,94,1,7,2,2,0,2482,1,5,4,1,2,4,3,4,2,1,2
5040014,1,4,3,279,2,1,15,1398,16,45,0,3,0,1,0,1557,1,2,1,1,2,3,2,3,1,1,2
5040015,2,1,2,1158,0,1,5,322,2,39,0,4,2,1,1,1040,1,4,1,2,1,1,0,4,1,0,4
5040016,2,2,1,271,1,2,6,1283,11,18,0,0,1,0,0,1260,0,1,1,1,0,3,2,2,3,2,2
5040017,4,8,5,694,0,1,6,469,2,61,2,11,3,0,0,1871,1,4,0,1,0,4,5,2,1,2,2
5040018,1,4,3,335,2,1,4,1200,27,33,0,3,4,1,2,1129,1,5,1,1,3,3,4,0,1,2,1
5040019,1,1,1,58,2,1,1,1115,2,14,0,0,3,0,0,416,0,2,1,0,0,1,1,3,0,0,1
5040020,3,2,0,141,0,1,3,766,15,19,0,1,0,1,0,628,1,0,1,1,2,4,1,4,5,3,1
5040021,0,0,1,403,2,1,0,703,7,15,0,4,3,2,1,493,1,0,1,5,0,2,2,4,0,2,0
5040022,3,7,4,264,1,5,13,703,4,76,2,3,4,0,0,2141,1,3,0,0,2,7,1,0,1,0,8
5040023,0,0,2,163,2,1,2,2192,11,20,0,2,2,1,0,836,2,3,0,0,0,4,4,4,2,0,4
5040024,6,3,4,315,0,2,19,1224,22,89,0,4,2,1,0,2350,2,1,2,1,2,6,5,3,0,0,3
5040025,3,2,3,148,3,3,6,1105,27,28,0,1,0,7,2,839,1,5,0,4,3,1,0,5,0,3,2
5040026,2,3,1,347,3,2,5,1077,32,39,0,3,2,1,0,1354,0,2,0,2,2,4,2,2,2,1,1
5040027,1,1,0,55,0,0,3,566,6,11,0,0,0,0,0,220,0,0,0,0,0,0,1,0,0,0,4
5041001,2,2,1,6,2,3,1,1,0,5,8,1,2,1,0,476,3,5,0,4,4,12,1,5,0,0,0
5041002,0,1,1,11,2,1,0,30,1,11,6,1,2,2,0,1455,1,2,0,5,6,25,1,6,0,1,0
5041003,0,0,1,1,1,1,1,21,0,4,1,1,0,1,1,196,0,1,0,2,0,3,0,2,1,0,1
5041004,0,0,2,1,0,2,0,10,0,1,4,0,1,0,0,411,0,2,1,1,0,6,0,3,1,0,0
5041005,2,0,0,0,0,1,0,28,0,0,1,1,0,1,0,651,0,1,0,2,1,6,1,2,1,0,0
5041006,2,3,0,3,1,4,0,6,1,4,2,2,0,4,2,388,3,1,0,7,0,23,1,4,1,2,0
5041007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,1
5041008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,1,0
5041009,0,0,0,1,0,3,0,5,0,0,0,3,1,1,0,474,1,4,0,2,0,10,0,2,0,0,0
5041010,1,0,0,0,0,0,0,5,0,3,0,0,0,0,0,291,0,0,0,0,0,2,0,0,1,0,0
5041011,0,0,1,1,0,0,0,15,0,4,1,0,0,0,2,244,0,0,0,1,0,0,1,0,0,0,0
5041012,0,0,0,1,0,3,0,5,0,8,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0
5041013,0,1,0,2,0,0,1,1,1,1,1,0,2,2,2,226,0,1,0,2,0,3,0,2,1,2,0
5041014,1,0,0,4,3,2,0,11,0,3,5,0,0,1,1,157,2,1,0,2,0,1,0,2,1,0,0
5041015,1,4,2,4,0,9,1,84,0,8,5,1,1,2,7,878,0,3,0,1,1,5,3,1,2,1,0
5041016,3,0,0,5,0,2,1,70,0,4,3,0,1,1,2,514,0,0,0,0,0,12,1,2,0,0,0
5041017,0,0,2,0,1,4,0,4,0,4,0,0,1,3,0,560,1,0,1,1,0,6,0,3,1,0,0
5041018,1,0,0,0,1,2,0,8,0,4,2,1,2,0,1,545,0,1,0,1,0,7,0,2,1,2,1
5041019,5,2,1,4,0,2,0,6,0,4,0,0,2,2,2,329,1,8,0,3,3,30,1,3,0,2,0
5041020,1,5,2,7,0,0,0,8,1,4,4,2,0,1,4,275,2,4,0,3,2,16,2,6,0,1,0
5041021,2,0,0,6,0,1,1,19,3,3,0,2,0,1,2,285,1,2,0,5,7,12,2,5,0,0,0
5041022,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,616,0,0,0,1,0,3,1,1,0,0,0
5041023,0,0,0,3,2,6,0,20,1,3,1,2,0,0,0,620,1,0,0,0,2,3,1,1,1,1,0
5041024,1,4,3,4,0,9,0,7,0,2,0,1,2,1,0,341,1,1,0,1,1,4,3,3,0,3,0
5041025,0,1,0,1,0,1,0,5,0,4,0,1,0,1,0,463,2,2,0,2,0,2,1,1,0,0,0
5041026,1,1,1,8,0,6,1,21,0,6,5,0,3,0,0,462,0,5,0,2,0,2,1,2,0,0,0
5041027,1,0,0,0,0,1,0,4,0,2,4,0,0,1,1,246,0,0,0,2,1,2,0,1,0,0,0
5041028,5,0,0,15,2,9,2,3,1,13,9,1,3,0,1,478,2,6,1,10,5,12,1,5,1,5,0
5041029,3,2,1,2,0,3,2,14,0,3,2,0,1,1,1,430,0,1,0,2,3,3,3,0,0,0,0
5041030,0,0,1,2,0,2,0,4,0,5,0,0,0,0,0,531,0,0,0,1,0,2,1,0,1,0,1
5041031,0,1,0,2,1,0,0,15,0,2,0,0,0,0,1,421,0,1,0,0,1,3,0,3,0,0,0
5041032,2,2,0,7,1,1,1,1,0,6,2,0,1,1,1,368,3,2,0,5,4,1,3,6,1,0,0
5041033,2,0,2,4,1,4,2,4,0,9,2,3,2,1,0,211,1,4,1,9,4,8,0,3,1,1,0
5041034,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,267,0,0,0,0,1,3,1,0,1,0,0
5041035,0,0,0,0,1,0,0,3,0,3,0,0,1,0,0,301,1,0,0,0,0,1,0,0,0,0,0
5041036,0,4,0,4,0,5,2,12,3,2,3,1,1,0,0,434,0,0,0,3,0,5,0,1,2,1,0
5041037,2,2,1,4,0,2,0,4,2,4,1,0,3,1,1,332,1,0,1,1,0,2,0,2,0,0,0
5041038,0,0,0,0,2,0,1,7,0,3,3,0,0,0,0,335,0,1,0,0,0,0,0,1,0,0,0
5041039,0,0,0,1,0,5,0,22,0,6,0,2,0,0,0,404,0,0,0,0,4,2,0,2,0,0,0
5041040,3,5,1,4,0,8,2,51,0,5,8,1,3,2,1,1000,0,2,2,1,1,4,1,3,2,0,0
5041041,0,0,2,3,0,11,0,3,1,3,2,1,0,0,0,335,1,0,0,1,2,3,1,1,0,2,0
5041042,2,1,0,0,1,5,0,3,0,4,1,0,0,0,0,506,1,1,0,4,0,1,1,1,1,1,0
5041043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0
5041044,1,0,0,0,0,1,0,6,1,1,0,0,1,0,0,134,0,0,0,0,0,0,1,0,0,2,0
5041045,0,1,1,0,0,0,0,24,0,3,5,0,0,1,0,167,1,0,0,3,4,1,0,5,0,0,0
5041046,0,1,1,2,0,0,0,7,0,5,0,0,0,1,0,227,0,0,0,2,0,2,1,4,0,1,0
5041047,0,0,0,0,0,3,1,1,0,1,2,0,0,2,1,232,2,0,0,2,1,3,1,1,0,0,0
5041048,0,1,1,3,0,1,2,1,1,2,0,0,1,3,1,166,1,2,1,3,0,2,1,2,0,0,0
5041049,0,0,0,3,0,0,0,5,0,2,2,2,0,0,1,88,1,3,0,0,0,10,0,2,0,0,0
5041050,1,0,1,2,1,0,0,7,0,4,2,0,1,2,2,157,1,0,0,0,1,1,1,2,0,0,0
5041051,1,0,2,2,0,1,0,2,0,0,0,0,0,2,0,168,0,0,0,3,0,0,2,0,1,0,0
5041052,2,3,1,4,0,0,0,5,0,3,0,0,0,0,2,289,0,1,0,2,0,3,0,1,4,0,0
5041053,8,2,5,0,1,1,1,23,0,14,0,1,2,1,0,506,0,1,0,0,2,3,1,3,0,2,1
5041054,2,1,5,10,0,2,3,25,0,6,1,1,2,2,1,130,1,2,0,9,3,7,0,4,1,1,2
5041055,1,0,1,4,0,2,1,0,1,3,0,0,1,0,1,400,0,0,0,3,1,5,0,3,0,0,0
5041056,9,7,2,13,2,0,3,11,1,9,9,0,3,6,3,910,2,3,1,6,2,12,7,9,1,3,2
5041057,1,0,2,1,0,0,0,4,0,0,0,0,0,1,0,187,0,1,0,0,1,0,0,1,1,0,1
5041058,0,0,1,0,1,0,1,0,0,3,2,0,0,3,0,142,1,0,0,0,0,2,0,0,1,0,0
5041059,1,0,1,2,0,3,2,15,0,3,3,1,0,1,3,239,0,0,0,4,2,6,3,2,1,0,0
5041061,1,2,0,1,0,2,0,6,0,1,1,2,0,0,0,338,3,0,0,3,1,3,0,0,1,0,0
5041062,1,0,1,1,0,0,0,21,0,5,3,1,0,3,0,196,1,1,1,0,1,3,1,2,0,0,0
5041063,0,2,1,5,3,7,5,23,1,10,5,1,0,3,1,213,2,1,0,6,3,9,2,3,1,2,0
5041064,1,3,3,4,2,3,1,47,0,12,16,2,1,4,1,439,1,4,1,2,2,3,1,7,2,2,3
5041065,2,1,1,10,3,1,0,17,2,15,5,3,1,2,3,299,1,4,3,5,2,6,3,7,7,0,0
5041066,0,1,5,6,0,3,2,4,1,5,5,1,0,1,0,92,2,1,0,3,2,6,0,3,0,1,0
5041067,0,3,1,4,1,1,5,47,1,10,3,0,1,1,0,303,0,2,0,3,0,2,0,1,1,0,0
5041068,0,0,3,0,0,1,1,11,0,1,0,1,0,0,1,47,0,0,0,2,0,0,0,1,0,0,0
5041069,0,0,0,0,0,0,1,18,0,2,0,0,1,0,0,39,1,0,0,1,0,1,0,2,0,0,0
5041070,5,1,0,4,2,4,0,28,1,8,7,2,0,0,2,151,1,0,3,3,1,4,0,3,4,0,0
5041071,3,4,2,5,0,0,3,27,0,8,5,1,3,4,1,291,1,4,0,5,2,6,2,5,0,1,1
5041072,4,0,2,2,0,0,2,5,0,3,1,1,0,0,1,131,0,1,1,1,2,1,0,0,0,0,1
5041073,1,0,0,0,0,0,0,7,0,3,1,1,0,0,0,340,0,0,0,1,0,0,0,0,0,0,0
5041074,1,1,2,3,0,0,0,3,0,6,1,0,0,0,0,182,3,1,0,3,1,3,0,1,1,0,0
5041075,1,3,1,11,0,1,2,100,0,3,4,1,2,3,6,543,6,3,1,5,2,6,3,3,2,1,0
5041076,1,0,1,4,0,0,0,36,0,3,9,4,0,1,3,241,1,2,1,3,2,7,1,5,4,0,0
5041077,1,1,1,10,0,0,1,71,1,13,1,4,0,3,2,251,1,2,0,2,0,10,0,3,13,3,0
5041078,2,2,2,16,3,1,7,50,2,9,5,5,2,1,6,273,4,1,3,6,0,9,4,6,1,1,0
5041079,0,1,0,1,0,1,1,54,0,3,0,1,0,0,1,269,0,0,0,2,1,2,0,0,2,0,0
5041080,8,5,1,3,0,5,2,16,0,10,1,1,0,3,2,307,1,4,0,2,1,3,1,2,0,2,0
5041081,5,3,0,13,2,1,2,75,1,9,5,1,1,1,4,390,1,2,2,5,1,10,2,6,4,0,0
5041082,3,1,0,9,0,0,1,18,0,4,3,2,2,2,1,144,3,2,1,5,0,9,3,4,2,2,1
5041083,7,3,6,6,2,4,4,26,0,8,11,4,1,3,4,340,1,5,1,4,2,7,2,2,0,2,1
5041084,8,5,2,9,3,6,8,47,1,10,8,3,1,2,0,457,3,4,1,17,3,8,5,11,0,2,3
5041085,2,0,11,12,2,2,4,30,1,16,5,2,1,3,2,192,7,7,1,11,2,10,2,9,0,0,1
5041086,1,0,0,0,0,1,1,19,0,1,0,0,0,0,1,163,0,1,0,0,0,1,0,3,0,0,0
5041087,0,1,2,7,1,0,0,0,0,3,1,0,1,0,0,167,1,0,1,3,0,2,0,5,0,0,0
5041088,0,0,0,0,1,0,0,11,0,8,0,0,0,0,0,303,0,0,0,0,0,2,1,0,0,0,0
5041089,0,1,3,5,2,1,2,10,0,7,0,3,0,0,0,252,0,5,0,9,4,6,1,1,0,0,0
5041090,0,0,0,0,0,1,0,98,0,8,0,0,0,0,0,426,0,0,0,1,0,1,0,0,0,0,3
5041091,4,1,10,17,7,1,2,62,2,28,4,1,0,7,1,137,3,7,1,4,1,4,10,9,2,0,2
5041092,5,2,0,5,1,1,0,0,1,3,0,3,1,0,2,52,1,2,0,4,1,1,0,1,1,0,0
5041093,3,1,4,1,1,3,2,17,0,16,1,0,1,3,0,182,4,4,0,12,1,8,2,6,1,4,1
5041094,0,1,2,3,0,1,3,28,2,11,2,2,0,1,0,273,0,1,1,9,1,7,1,3,1,1,0
5041095,1,1,5,10,3,3,3,3,0,16,2,2,3,5,2,102,0,6,0,7,2,21,0,6,0,1,0
5041096,0,0,0,1,0,0,0,9,1,6,2,0,0,0,0,283,0,1,0,1,2,0,0,1,0,0,0
5041097,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,117,0,0,0,0,1,0,0,0,0,0,0
5041098,0,0,0,1,0,0,0,6,0,4,0,0,0,2,0,240,0,1,0,0,3,4,0,1,0,0,0
5041099,2,0,0,1,0,0,0,5,0,0,1,0,0,1,0,136,1,2,0,3,2,0,0,2,0,0,0
5041100,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,100,0,0,1,0,2,3,0,0,0,1,0
5041101,0,0,0,1,0,0,1,32,1,1,3,1,0,0,0,183,0,0,0,1,1,5,0,1,2,0,0
5041102,0,0,0,0,0,0,0,30,0,2,0,1,0,0,0,269,1,0,0,0,2,1,0,0,0,0,0
5041103,2,3,1,13,1,1,2,19,0,8,3,1,1,3,2,242,0,6,0,7,1,12,3,2,1,0,0
5041104,2,2,0,7,1,1,3,16,0,3,1,2,0,1,0,355,0,0,0,2,0,5,1,2,0,0,1
5041105,3,0,2,6,1,1,4,18,0,2,5,2,3,1,1,261,0,1,0,1,0,3,0,2,1,0,0
5041106,1,3,0,7,0,1,2,27,0,7,1,1,0,0,1,380,2,3,0,2,3,17,2,4,1,0,0
5042001,3,12,0,4,1,2,0,3,1,8,0,1,0,1,2,65,0,1,0,5,0,1,1,2,1,0,0
5042002,8,9,0,7,1,3,1,19,0,6,0,0,0,2,1,270,2,4,2,4,3,4,4,9,0,3,0
5042003,1,5,0,2,0,1,2,5,0,3,0,1,0,0,0,69,2,5,0,2,1,2,1,3,0,0,0
5042004,2,0,0,1,0,1,0,10,0,4,0,0,0,0,0,93,0,5,0,1,0,1,0,0,0,1,0
5042005,0,2,2,3,0,0,1,2,0,0,0,2,0,0,0,40,1,0,0,2,1,1,1,0,0,0,0
5042006,0,1,0,0,0,0,0,23,0,1,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0
5042007,1,5,0,1,0,1,1,4,0,5,0,2,1,0,0,84,2,0,1,3,0,7,0,0,0,1,0
5042008,2,6,0,1,2,2,0,14,0,3,1,1,0,1,0,82,0,3,0,0,2,2,0,1,0,0,0
5042009,3,3,1,4,0,1,1,3,0,4,0,1,0,0,1,89,3,4,0,3,0,4,3,4,1,1,0
5042010,1,5,1,2,0,1,0,3,0,4,2,0,0,1,1,42,0,1,0,0,0,1,2,5,0,0,0
5042011,0,4,1,3,1,1,0,8,0,2,0,0,0,0,0,202,0,2,0,7,0,3,2,4,1,0,0
5042012,3,4,0,2,2,0,0,3,0,4,1,0,0,0,0,60,0,0,0,2,1,1,0,2,2,0,0
5042013,1,1,1,1,0,0,0,2,1,1,1,1,0,2,1,68,1,0,1,2,0,0,0,1,0,0,0
5042014,0,4,0,1,1,0,0,1,0,1,1,0,0,0,0,47,1,1,3,2,0,0,0,4,1,0,0
5042015,4,3,1,6,0,1,1,0,1,7,1,1,0,1,1,79,2,6,4,8,1,3,0,3,1,0,0
5042016,0,2,0,2,0,0,0,3,0,0,0,1,0,1,0,58,0,0,0,0,0,0,1,1,0,0,3
5042017,1,2,0,5,0,0,0,0,0,3,0,0,1,0,1,47,1,4,0,1,1,4,1,1,0,0,0
5042018,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,117,0,0,0,1,0,0,0,0,0,0,0
5042019,0,12,2,4,4,1,1,10,3,7,1,0,0,1,4,75,4,3,1,6,1,10,2,3,1,2,1
5042020,5,6,1,8,6,0,2,8,1,10,2,1,1,1,0,67,0,2,0,6,2,9,1,2,1,0,0
5042021,0,7,1,6,4,0,0,5,0,1,2,0,2,4,0,119,1,4,0,3,2,3,2,3,0,0,0
5042022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0
5042023,6,1,0,3,3,1,0,19,0,4,0,0,0,1,2,356,7,1,1,8,0,2,2,1,1,0,1
5042024,3,1,0,7,3,2,3,3,0,3,0,0,1,1,0,183,1,2,1,3,0,1,0,0,0,2,1
5042025,1,0,0,0,0,1,0,14,0,1,0,0,0,0,0,67,0,0,0,0,1,0,0,0,3,0,1
5042026,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,61,1,1,1,0,1,0,0,0,0,0,0
5042027,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4
5042028,1,0,0,1,0,2,0,2,0,1,0,0,0,0,0,176,0,1,0,1,1,1,0,1,0,0,0
5042029,0,0,0,2,0,2,0,2,0,1,0,0,1,0,0,88,1,1,0,2,1,1,1,1,0,0,1
5042030,0,0,0,1,0,0,2,6,0,2,0,0,0,0,0,115,1,0,0,3,0,0,0,0,0,0,0
5042031,2,4,0,2,3,2,2,3,0,4,0,0,2,0,1,40,2,3,0,1,0,4,1,2,0,1,0
5042032,1,0,0,5,1,2,2,3,0,7,0,1,1,1,0,87,1,4,0,2,1,5,0,5,0,1,0
5042033,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,88,0,0,0,0,1,0,0,0,0,0,0
5042034,0,0,1,3,0,0,0,9,0,0,0,0,0,1,0,252,0,2,0,4,0,4,0,1,1,0,0
5042035,1,7,2,7,2,0,5,42,0,5,1,3,2,4,0,597,0,4,0,4,1,5,3,7,1,2,0
5042036,4,2,0,3,0,2,1,68,0,9,3,4,2,1,2,484,0,3,0,1,1,1,2,1,2,0,0
5042037,5,10,2,10,1,3,3,11,1,6,1,2,4,1,3,173,3,11,0,11,2,8,1,7,1,3,0
5042038,3,1,0,2,0,0,0,22,0,3,0,1,0,0,0,216,1,2,0,1,0,3,1,1,2,0,0
5042039,3,10,2,6,2,0,1,12,1,3,1,2,1,1,0,156,1,3,0,8,0,6,3,0,2,0,0
5042040,4,2,0,1,0,1,0,18,0,1,1,0,0,0,0,134,2,0,0,2,2,0,0,0,1,1,0
5042041,0,1,0,1,0,0,0,14,0,4,0,0,0,0,0,354,0,5,1,2,0,3,0,2,0,0,1
5042042,1,0,0,1,0,0,0,5,0,0,0,1,0,1,0,69,0,0,0,2,0,2,0,0,0,0,1
5042043,1,0,2,1,2,0,2,6,0,4,0,1,0,1,1,78,1,4,0,1,0,4,0,1,0,0,0
5042044,0,2,1,8,0,0,2,6,0,3,0,0,1,1,0,56,2,10,2,6,1,6,0,1,0,0,0
5042045,2,2,0,1,0,0,0,2,0,1,0,0,0,0,0,110,0,0,0,0,0,1,0,1,0,1,0
5042046,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0
5042047,4,3,1,2,4,1,3,11,0,4,3,1,3,2,1,117,2,4,0,6,1,13,0,5,0,1,0
5042048,1,4,0,1,0,0,0,14,0,0,1,0,1,1,0,362,1,1,2,0,0,4,0,1,0,0,1
5042049,4,1,0,7,2,1,0,7,1,3,1,1,0,2,3,298,0,0,0,3,0,6,1,3,0,0,1
5042050,1,4,0,1,0,0,0,4,0,2,0,0,0,0,0,73,2,0,0,2,0,3,0,0,2,0,0
5042051,2,6,1,8,2,1,1,5,0,5,2,1,1,2,2,328,3,5,0,6,3,13,2,3,0,0,0
5042052,0,1,0,0,0,0,0,1,0,3,1,0,0,0,0,51,0,2,0,0,0,0,1,0,0,0,0
5042053,1,0,0,1,0,0,0,108,0,0,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,1,0
5042054,0,1,0,2,1,1,1,5,0,1,0,1,0,1,0,153,2,0,0,3,0,5,1,4,0,1,1
5042055,6,0,0,6,2,0,0,26,1,8,1,0,2,3,2,190,2,4,0,6,2,9,0,3,1,0,0
5042056,1,3,0,3,1,1,0,13,0,3,0,0,0,1,0,353,0,0,1,0,0,8,0,2,0,1,1
5042057,2,4,1,4,0,0,0,2,0,3,0,0,0,0,0,162,0,1,1,1,1,1,0,0,1,0,1
5042058,3,3,0,1,0,0,0,2,0,2,0,1,0,1,0,118,2,5,0,7,1,3,1,3,1,1,0
5042059,4,4,1,7,1,0,1,7,0,4,0,0,1,0,3,155,2,4,0,6,1,5,2,3,0,0,0
5042060,3,7,0,6,2,1,1,11,0,7,2,2,2,1,2,108,0,0,0,6,0,2,0,1,1,1,0
5042061,4,3,0,3,0,0,1,6,0,8,3,3,0,1,0,338,2,2,2,1,2,5,1,2,0,0,0
5042062,4,0,1,2,1,0,2,1,0,7,4,0,0,0,1,86,3,8,1,6,2,3,1,1,0,0,1
5042063,4,0,0,3,0,0,0,1,0,2,2,0,0,0,0,307,0,0,0,1,0,2,1,0,0,0,1
5042064,3,2,0,2,1,1,0,3,1,1,0,2,0,0,0,57,3,1,0,3,2,2,1,2,1,0,1
5042066,7,6,0,7,0,0,1,21,1,6,0,1,1,0,1,138,0,5,0,7,2,4,1,3,1,0,1
5042067,1,2,0,3,0,0,1,4,0,1,0,1,0,0,0,110,1,0,0,0,2,1,2,2,0,1,0
5042068,4,4,0,4,0,1,0,3,0,2,0,1,0,0,0,108,1,1,0,2,0,2,1,2,0,0,0
5042069,3,5,1,2,0,2,1,11,0,6,0,0,3,0,0,173,3,2,0,5,2,1,1,2,0,0,0
5042070,0,0,0,4,1,0,0,8,2,0,0,0,1,0,1,111,1,3,0,1,0,4,0,0,0,0,0
5042071,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,31,2,1,0,3,0,0,1,0,0,0,0
5042072,1,2,0,0,0,0,1,7,0,1,0,0,0,0,0,173,0,1,0,0,0,0,0,0,0,0,0
5042073,5,6,1,1,1,0,1,0,0,0,1,1,0,0,0,143,0,2,0,3,2,2,0,2,0,0,0
5042074,6,8,2,15,4,0,4,34,0,6,0,1,0,2,0,467,2,5,0,2,1,1,2,3,2,0,1
5042075,1,5,0,7,0,0,0,1,0,1,0,0,0,0,1,110,0,2,0,3,2,2,0,3,0,1,0
5042076,0,3,0,0,1,0,0,1,0,7,0,0,1,0,0,269,0,0,0,2,0,0,0,0,0,0,4
5042077,1,2,0,3,0,1,0,2,1,4,0,2,2,1,0,62,1,2,1,1,1,6,5,1,0,0,0
5042078,3,1,0,2,0,1,1,4,1,3,4,0,0,0,1,53,0,0,0,2,0,1,1,2,0,0,0
5042079,4,1,1,3,4,2,1,54,0,3,0,0,0,1,1,578,0,2,0,1,0,2,1,2,1,0,0
5042080,0,2,0,0,3,1,0,17,1,2,1,0,1,0,1,230,3,3,1,3,1,1,0,2,0,0,0
5042081,2,13,1,16,2,3,5,59,0,15,1,3,1,9,1,558,5,6,0,10,3,3,1,7,3,1,2
5042082,2,6,1,9,1,0,0,62,0,9,0,3,0,0,0,486,2,3,0,3,1,3,1,3,0,3,2
5043001,1,3,2,7,0,0,1,4,1,3,1,1,1,1,0,288,0,0,0,3,2,1,0,2,3,2,0
5043002,0,0,2,4,0,1,0,2,0,1,1,1,0,0,0,101,2,0,0,1,0,3,0,3,0,1,0
5043003,1,2,2,2,0,0,0,1,0,1,0,0,1,1,1,220,0,1,0,3,1,3,1,2,0,0,0
5043004,0,1,2,1,0,0,0,3,0,1,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0
5043005,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
5043006,4,2,1,8,5,4,3,2,1,13,4,4,5,2,3,151,2,4,2,5,2,8,0,4,2,2,0
5043007,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,125,2,0,0,1,0,1,0,1,1,1,1
5043008,2,2,0,4,0,6,1,5,1,1,1,0,0,2,0,258,1,3,0,6,0,3,1,1,1,1,1
5043009,5,1,0,3,0,1,0,9,1,3,1,5,1,1,2,209,1,2,1,2,0,3,0,4,2,1,0
